1	17.3	2.33	6.103515625e-05	0.1391904354095459	1.639697551727295	0	0.0
2	14.8	4.41	1.9550323486328125e-05	0.02458786964416504	0.7938597202301025	0	0.0
3	66.7	6.38	2.002716064453125e-05	0.017362117767333984	0.8162944316864014	0	0.0
4	75.0	8.19	2.1457672119140625e-05	0.017735004425048828	0.8323819637298584	0	0.0
5	33.3	9.90	1.9073486328125e-05	0.016556739807128906	0.8486559391021729	0	0.0
6	75.0	11.43	2.3126602172851562e-05	0.019774913787841797	0.8637452125549316	0	0.0
7	33.3	12.93	1.8835067749023438e-05	0.016579627990722656	0.8821408748626709	0	0.0
8	66.7	14.34	2.0503997802734375e-05	0.016428232192993164	0.897193431854248	0	0.0
9	66.7	15.67	2.0265579223632812e-05	0.016348838806152344	0.9121716022491455	0	0.0
10	60.0	16.91	2.0265579223632812e-05	0.016698122024536133	0.9252059459686279	0	0.0
11	66.7	18.10	1.9550323486328125e-05	0.016295671463012695	0.9404833316802979	0	0.0
12	66.7	19.23	2.0742416381835938e-05	0.01638007164001465	0.9437737464904785	0	0.0
13	66.7	20.30	2.0265579223632812e-05	0.016309022903442383	0.9585554599761963	0	0.0
14	33.3	21.31	2.002716064453125e-05	0.016352176666259766	0.9718072414398193	0	0.0
15	75.0	22.17	1.8835067749023438e-05	0.019455671310424805	0.9867439270019531	0	0.0
16	100.0	23.06	1.9073486328125e-05	0.01724076271057129	0.9853987693786621	0	0.0
17	100.0	23.90	2.002716064453125e-05	0.01735234260559082	0.021595478057861328	0	0.0
18	100.0	24.71	1.9550323486328125e-05	0.017186641693115234	0.03731107711791992	0	0.0
19	100.0	25.21	1.8835067749023438e-05	0.02510666847229004	0.05338430404663086	0	0.0
20	100.0	25.72	1.9073486328125e-05	0.023875951766967773	0.057541608810424805	0	0.0
21	66.7	23.55	3.361701965332031e-05	0.11412644386291504	0.07582974433898926	0	0.0
22	12.5	24.00	1.9788742065429688e-05	0.02456355094909668	0.1849379539489746	0	0.0
23	66.7	24.65	1.9311904907226562e-05	0.016393423080444336	0.20737051963806152	0	0.0
24	66.7	25.27	2.002716064453125e-05	0.01640915870666504	0.20850110054016113	0	0.0
25	50.0	25.87	1.8596649169921875e-05	0.01667165756225586	0.22393584251403809	0	0.0
26	66.7	26.45	2.1457672119140625e-05	0.01639866828918457	0.23413348197937012	0	0.0
27	66.7	27.02	1.9073486328125e-05	0.016289710998535156	0.24894118309020996	0	0.0
28	75.0	27.57	2.1219253540039062e-05	0.016347646713256836	0.2500419616699219	0	0.0
29	50.0	28.10	1.8596649169921875e-05	0.016397476196289062	0.2581775188446045	0	0.0
30	66.7	28.61	2.1457672119140625e-05	0.016392946243286133	0.272519588470459	0	0.0
31	33.3	29.09	1.811981201171875e-05	0.016994714736938477	0.28036022186279297	0	0.0
32	9.4	15.32	1.9550323486328125e-05	0.022489309310913086	0.3042151927947998	0	0.0
33	50.0	15.66	1.7881393432617188e-05	0.01743173599243164	0.32491302490234375	0	0.0
34	75.0	16.00	1.9788742065429688e-05	0.01746845245361328	0.3406398296356201	0	0.0
35	33.3	16.35	1.811981201171875e-05	0.01633429527282715	0.35640668869018555	0	0.0
36	66.7	16.68	1.9073486328125e-05	0.016806364059448242	0.357572078704834	0	0.0
37	66.7	17.02	1.9073486328125e-05	0.0161283016204834	0.3734619617462158	0	0.0
38	60.0	17.35	1.8358230590820312e-05	0.016373157501220703	0.3886568546295166	0	0.0
39	50.0	17.67	1.9073486328125e-05	0.016193151473999023	0.40236330032348633	0	0.0
40	66.7	17.99	2.09808349609375e-05	0.016466379165649414	0.4062678813934326	0	0.0
41	60.0	17.54	3.647804260253906e-05	0.11358523368835449	0.4213850498199463	0	0.0
42	13.6	17.81	1.9788742065429688e-05	0.0212709903717041	0.5335054397583008	0	0.0
43	50.0	18.10	1.9073486328125e-05	0.01663661003112793	0.5537266731262207	0	0.0
44	66.7	18.39	2.0742416381835938e-05	0.017363548278808594	0.5585010051727295	0	0.0
45	50.0	18.68	1.9073486328125e-05	0.016420364379882812	0.574669599533081	0	0.0
46	66.7	18.97	2.0503997802734375e-05	0.016318559646606445	0.5900173187255859	0	0.0
47	7.4	13.62	1.9073486328125e-05	0.02403545379638672	0.605766773223877	0	0.0
48	50.0	13.84	1.71661376953125e-05	0.016476154327392578	0.6122214794158936	0	0.0
49	66.7	14.06	1.9073486328125e-05	0.017791748046875	0.6275491714477539	0	0.0
50	66.7	14.28	1.8835067749023438e-05	0.016262531280517578	0.6443166732788086	0	0.0
51	50.0	14.50	1.8835067749023438e-05	0.016286611557006836	0.6596629619598389	0	0.0
52	50.0	14.71	1.9073486328125e-05	0.016269207000732422	0.6633450984954834	0	0.0
53	66.7	14.93	1.8596649169921875e-05	0.01633453369140625	0.674983024597168	0	0.0
54	50.0	15.14	1.9073486328125e-05	0.01635885238647461	0.6903078556060791	0	0.0
55	80.0	15.35	1.811981201171875e-05	0.016370773315429688	0.7057046890258789	0	0.0
56	66.7	15.56	1.8596649169921875e-05	0.016234159469604492	0.7086277008056641	0	0.0
57	50.0	15.76	1.811981201171875e-05	0.01633739471435547	0.7236549854278564	0	0.0
58	50.0	15.97	2.002716064453125e-05	0.016310691833496094	0.7389256954193115	0	0.0
