0	720128	20.3
1	720128	60.0
2	720128	80.0
3	720128	100.0
4	720128	66.7
5	720128	60.0
6	720128	75.0
7	720128	75.0
8	720128	75.0
9	720128	75.0
10	720128	75.0
11	720128	83.3
12	720128	66.7
13	720128	50.0
14	720128	75.0
15	720128	75.0
16	720128	80.0
17	720128	80.0
18	720128	66.7
19	720128	75.0
20	720128	75.0
21	720128	83.3
22	720128	75.0
23	720128	75.0
24	720128	75.0
25	720128	50.0
26	720128	75.0
27	720128	75.0
28	720128	75.0
29	720128	75.0
30	720128	60.0
31	720128	50.0
32	720128	80.0
33	720128	75.0
34	720128	75.0
35	720128	75.0
36	720128	75.0
37	720128	75.0
38	720128	60.0
39	720128	80.0
40	720128	80.0
41	720128	66.7
42	720128	75.0
43	720128	75.0
44	720128	75.0
45	720128	80.0
46	720128	75.0
47	720128	75.0
48	720128	75.0
49	720128	85.7
50	720128	80.0
51	720128	100.0
52	720128	83.3
53	720128	66.7
54	720128	66.7
55	720128	60.0
56	720128	83.3
57	720128	75.0
58	720128	60.0
59	720128	66.7
60	720128	50.0
61	720128	71.4
62	720128	50.0
63	720128	75.0
64	720128	60.0
65	720128	66.7
66	720128	33.3
67	720128	80.0
68	720128	60.0
69	720128	50.0
70	720128	50.0
71	720128	80.0
72	720128	60.0
73	720128	75.0
74	720128	50.0
75	720128	60.0
76	720128	60.0
77	720128	75.0
78	720128	50.0
79	720128	60.0
80	720128	60.0
81	720128	60.0
82	720128	60.0
83	720128	75.0
84	720128	60.0
85	720128	80.0
86	720128	60.0
87	720128	66.7
88	720128	66.7
89	720128	66.7
90	720128	75.0
91	720128	66.7
