0	0.008786	720128	1.7
1	0.008018	720128	1.2
2	0.006549	720128	0.0
3	0.006774	720128	1.8
4	0.007032	720128	0.0
5	0.007649	720128	2.0
6	0.007012	720128	1.2
7	0.006636	720128	1.0
8	0.005341	720128	1.1
9	0.006468	720128	0.9
10	0.006732	720128	1.0
11	0.005615	720128	1.1
12	0.006836	720128	1.1
13	0.007641	720128	1.1
14	0.007281	720128	1.1
15	0.007535	720128	1.2
16	0.007709	720128	0.0
17	0.007546	720128	2.1
18	0.007156	720128	2.1
19	0.007161	720128	1.0
20	0.007333	720128	2.1
21	0.006684	720128	1.0
22	0.00694	720128	1.1
23	0.0071	720128	2.0
24	0.00471	720128	1.2
25	0.006839	720128	1.0
26	0.00835	720128	4.0
27	0.006023	720128	0.0
28	0.005827	720128	41.4
29	0.007626	720128	4.0
30	0.006325	720128	3.4
31	0.007008	720128	4.1
32	0.004689	720128	50.6
33	0.005575	720128	19.6
34	0.003748	720128	50.5
35	0.005907	720128	33.6
36	0.004362	720128	48.5
37	0.005979	720128	32.7
38	0.005059	720128	52.2
39	0.009121	720128	23.2
40	0.005468	720128	22.0
41	0.005078	720128	63.2
42	0.008744	720128	33.3
43	0.004876	720128	37.9
44	0.003643	720128	38.2
45	0.0101	720128	18.5
46	0.005313	720128	51.0
47	0.008559	720128	36.9
48	0.005353	720128	9.5
